,abs_loss,abs_val_loss,rel_loss,rel_val_loss
0,"[96.42654418945312, 48.04791259765625, 18.48174476623535, 6.336825847625732, 2.813768148422241, 2.874265432357788, 3.373835325241089, 3.1855247020721436, 2.7209627628326416, 2.1952216625213623]","[228.10137939453125, 597.3173828125, 6895.0498046875, 146738.84375, 469125.625, 936510.9375, 1523058.625, 2117718.5, 2600378.75, 2870209.5]","[11.25510099  5.6082494   2.15722658  0.73964711  0.3284287   0.33549007
  0.39380087  0.37182088  0.31759627  0.25623071]","[2.66998219e+01 6.99174542e+01 8.07082370e+02 1.71761390e+04
 5.49122968e+04 1.09620886e+05 1.78277721e+05 2.47884107e+05
 3.04380665e+05 3.35965011e+05]"
