,abs_loss,abs_val_loss
0,"[50.32501687425555, 12.047847292639993, 9.96768418225375, 9.640089165080678, 9.457848259896943, 9.378672368598707, 9.146931727727255, 9.185055523207694, 8.977615356445312, 9.049271294564912, 9.018719311916467, 8.968592976078842, 8.97419175234708, 8.95363372744936, 8.938620321678393]","[90.36730587121212, 36.60863760745887, 15.98649313955596, 15.229568654840643, 12.69832622643673, 11.514026352853486, 14.144628871570934, 10.981974890737822, 12.040520494634455, 10.219152623956854, 10.668145671035305, 10.341817017757531, 11.390652454260623, 10.59534806916208, 10.49956194559733]"
