,abs_loss,abs_val_loss
0,"[35902.69140625, 42887.41015625, 35197.5078125, 24981.93359375, 33499.02734375, 48038.24609375, 21281.462890625, 30453.1953125, 49858.44140625, 38281.65234375, 6971.40234375, 45413.1796875, 24431.775390625, 8762.0849609375, 43805.6953125, 17253.40625, 21928.87890625, 22965.35546875, 117602.0078125, 4282.66748046875, 4735.736328125, 9908.5048828125, 8269.3701171875, 17814.0703125, 4189.392578125, 10964.759765625, 49617.54296875, 2008.626708984375, 20126.21484375, 2211.64208984375, 11894.2734375, 2114.86181640625, 4696.8583984375, 2477.41552734375, 4551.23681640625, 9575.048828125, 5231.5654296875, 10550.23046875, 4785.35791015625, 1615.4166259765625, 914.4580688476562, 15182.005859375, 21745.392578125, 9824.62890625, 7665.9326171875, 14179.9248046875, 7369.27392578125, 10808.607421875, 8192.791015625, 36845.984375, 4072.36572265625, 6885.52490234375, 19327.8515625, 4239.01904296875, 5061.40771484375, 32332.611328125, 8059.453125, 7023.2021484375, 5061.3095703125, 13964.958984375, 4616.46923828125, 9503.7265625, 18590.09375, 5721.1240234375, 6507.56396484375, 27257.74609375, 9847.044921875, 5387.591796875, 13279.373046875, 5657.0078125, 3595.15478515625, 11743.8125, 26303.60546875, 33433.96484375, 3921.484130859375, 5184.85302734375, 15670.17578125, 1099.13623046875, 7716.087890625, 4149.60400390625, 4288.9365234375, 7568.9833984375, 28688.681640625, 26503.1328125, 498.5347595214844, 1276.7711181640625, 33787.55859375, 16321.189453125, 13229.607421875, 9121.0947265625, 5181.921875, 7833.7890625, 16328.0849609375, 1545.7718505859375, 363.37298583984375, 2445.154296875, 15902.921875, 6931.8203125, 14688.716796875, 13576.359375, 6635.96630859375, 3236.162353515625, 15106.3359375, 38586.44921875, 20033.353515625, 15713.8857421875, 8647.291015625, 17001.0390625, 12035.724609375, 2137.3095703125, 7950.77734375, 5801.92333984375, 13041.1484375, 10181.2685546875, 6455.0732421875, 14835.78125, 7871.224609375, 4651.01171875, 3151.77783203125, 2800.532470703125, 5489.2353515625, 10845.4765625, 9308.228515625, 9095.708984375, 4872.0703125, 16589.98828125, 2151.301513671875, 3254.07568359375, 41223.49609375, 27775.599609375, 39720.82421875, 5691.0966796875, 3899.337890625, 6237.734375, 29547.935546875, 30499.330078125, 15232.3623046875, 3575.7763671875, 9724.0322265625, 18624.640625, 2468.033935546875, 10248.0546875, 11124.939453125, 12967.3056640625, 9064.1875, 3858.32861328125, 4880.8525390625, 7117.2421875, 9494.3095703125, 21047.060546875, 12247.7529296875, 6684.58837890625, 9683.99609375, 5780.3857421875, 8452.2099609375, 13576.474609375, 7101.76171875, 11635.833984375, 14978.318359375, 17620.8984375, 25171.974609375, 24504.962890625, 21766.29296875, 71524.6953125, 10086.8828125, 9651.1943359375, 23878.72265625, 16178.115234375, 22191.7734375, 6014.2470703125, 4363.26806640625, 7730.87890625, 3821.96142578125, 12227.6298828125, 5734.833984375, 44607.625, 12840.021484375, 8897.912109375, 4493.9013671875, 9265.8994140625, 12845.24609375, 14410.7529296875, 9939.82421875, 11364.3564453125, 1851.925537109375, 4901.48388671875, 13674.650390625, 11827.408203125, 5758.2666015625, 5909.90380859375, 13319.4951171875, 2600.16796875, 8570.0986328125, 7716.8212890625, 19493.73046875, 15351.302734375, 16446.1796875, 1533.43603515625, 8854.2490234375, 9964.9091796875]","[38295.12109375, 35731.51171875, 33736.80078125, 32689.423828125, 31728.08203125, 31510.931640625, 31095.3828125, 30860.439453125, 30446.46484375, 29650.59765625, 28375.96484375, 26828.693359375, 25859.6640625, 25607.88671875, 24452.4140625, 22935.80078125, 22220.8671875, 21022.990234375, 19438.958984375, 16096.447265625, 14221.1630859375, 13117.3974609375, 12130.576171875, 10955.9111328125, 10751.3115234375, 10785.75390625, 10748.6435546875, 10748.31640625, 12643.8642578125, 15647.9501953125, 21228.236328125, 26256.37890625, 29656.580078125, 29404.541015625, 27542.84375, 25512.1953125, 21632.53515625, 24020.15625, 28042.818359375, 33541.26953125, 27729.505859375, 22112.970703125, 18729.5625, 18402.625, 21320.966796875, 24347.23828125, 26146.33203125, 28413.87890625, 29341.84375, 27368.923828125, 25856.82421875, 25463.072265625, 21674.2734375, 22795.755859375, 27699.546875, 27550.982421875, 28190.251953125, 27345.6875, 24858.37109375, 23298.896484375, 21147.439453125, 21157.271484375, 18850.3046875, 15749.4296875, 14853.90234375, 14137.5400390625, 15179.4423828125, 17072.71875, 18361.03125, 17897.458984375, 17057.142578125, 16435.611328125, 17926.49609375, 23021.3515625, 28239.2734375, 30416.32421875, 29064.0234375, 27053.05859375, 25227.41796875, 23671.923828125, 24741.919921875, 24723.44140625, 23367.759765625, 23600.568359375, 24251.6953125, 23930.75390625, 23326.158203125, 22594.935546875, 21221.029296875, 19940.08203125, 18682.24609375, 17302.1640625, 16747.765625, 16246.0751953125, 15668.611328125, 15004.5654296875, 14329.4072265625, 13753.21484375, 13278.7158203125, 12956.9638671875, 12603.669921875, 12343.384765625, 12165.4970703125, 12058.673828125, 12058.9697265625, 12130.609375, 12177.38671875, 12143.482421875, 12154.0380859375, 12124.8916015625, 12130.4375, 12098.8759765625, 12076.7998046875, 11983.755859375, 11875.3857421875, 11801.3515625, 11766.3056640625, 11723.091796875, 11616.1533203125, 11556.1005859375, 11489.0263671875, 11352.90234375, 11224.0732421875, 11166.0205078125, 11097.9697265625, 11055.2021484375, 11024.666015625, 10977.884765625, 11033.8505859375, 11054.4521484375, 11183.447265625, 11339.740234375, 11426.7880859375, 11426.4990234375, 11487.6533203125, 11669.619140625, 11792.009765625, 11893.359375, 11975.076171875, 12092.2822265625, 12233.7998046875, 12461.9912109375, 13640.2529296875, 16725.73828125, 20324.3125, 22662.966796875, 23711.716796875, 23078.75390625, 21917.875, 20688.921875, 19165.650390625, 18464.71875, 17893.205078125, 16990.248046875, 16354.6025390625, 15523.3349609375, 14996.3173828125, 14726.904296875, 14623.6357421875, 14173.390625, 13687.193359375, 13163.970703125, 12845.0966796875, 12310.267578125, 12131.7939453125, 12036.67578125, 11959.9130859375, 12016.115234375, 12041.4697265625, 12053.380859375, 12046.0078125, 12035.1328125, 12001.138671875, 11985.6650390625, 11957.1318359375, 12017.486328125, 12276.2119140625, 12509.1259765625, 12714.1044921875, 12969.9921875, 12909.2265625, 12668.7197265625, 12546.478515625, 12588.84375, 12846.3720703125, 13280.5966796875, 12824.9501953125, 13296.53125, 14774.232421875, 14916.841796875, 13029.19140625, 12314.2236328125, 12181.3720703125, 12308.771484375, 12469.0224609375, 12403.6650390625, 12303.16796875, 12230.25390625, 12119.60546875, 12014.794921875]"
